"Site","Year","SampleRound","Doy","Date","SFBloomStatus","TransectType","SFBloom","TotalAbundance","Richness","SiteParasitismRate","SiteInfectedIndividuals","County","State","Country","Lat","Long","SiteType","Datum","AdjSF","AdjHR","AltSiteName","SF2019_350","SF2019_1000","SF2019_2500","SF2018_350","SF2018_1000","SF2018_2500","SF2017_350","SF2017_1000","SF2017_2500","Nat350","Nat1000","Nat2500","HR350","HR1000","HR2500","SunflowerCurrent350","SunflowerCurrent1000","SunflowerCurrent2500","SunflowerLastYr350","SunflowerLastYr1000","SunflowerLastYr2500","FloralAbundance","FloralRichness","FloralDiv","HBParasitismRate"
"Nightstand","2019","3",174,2019-06-23,"no adj SF","HR",0,3,2,1,3,"Yolo","CA","USA",38.576408,-121.971003,"HR","WGS84","no SF","HR","HR1",57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,249272.350949646,1667914.75391801,6006186.11302514,20786.997028983,1213466.28544731,17647334.0270604,349.590379434643,1115.37318655106,4148.21290215664,57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,1510,13,1.35318313095562,NA
"Nightstand","2019","4",186,2019-07-05,"no adj SF","HR",0,11,5,0.545454545454545,6,"Yolo","CA","USA",38.576408,-121.971003,"HR","WGS84","no SF","HR","HR1",57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,249272.350949646,1667914.75391801,6006186.11302514,20786.997028983,1213466.28544731,17647334.0270604,349.590379434643,1115.37318655106,4148.21290215664,57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,1818,8,1.42305366687672,0.857142857142857
"Nightstand","2019","5",198,2019-07-17,"no adj SF","HR",0,11,3,0.818181818181818,9,"Yolo","CA","USA",38.576408,-121.971003,"HR","WGS84","no SF","HR","HR1",57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,249272.350949646,1667914.75391801,6006186.11302514,20786.997028983,1213466.28544731,17647334.0270604,349.590379434643,1115.37318655106,4148.21290215664,57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,1670,9,1.43331690058386,NA
"Nightstand","2019","6",208,2019-07-27,"no adj SF","HR",0,4,2,1,4,"Yolo","CA","USA",38.576408,-121.971003,"HR","WGS84","no SF","HR","HR1",57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,249272.350949646,1667914.75391801,6006186.11302514,20786.997028983,1213466.28544731,17647334.0270604,349.590379434643,1115.37318655106,4148.21290215664,57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,463,6,1.08172707165053,NA
"Nightstand","2019","6",209,2019-07-28,"no adj SF","HR",0,3,2,1,3,"Yolo","CA","USA",38.576408,-121.971003,"HR","WGS84","no SF","HR","HR1",57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,249272.350949646,1667914.75391801,6006186.11302514,20786.997028983,1213466.28544731,17647334.0270604,349.590379434643,1115.37318655106,4148.21290215664,57964.7897021251,1261204.45622548,5061900.99713966,51386.640652751,1298576.01844269,6788700.2132994,463,6,1.08172707165053,NA
"Pine","2019","1",157,2019-06-06,"before bloom","HR",0,5,2,0.2,1,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,754,8,1.766702010405,NA
"Pine","2019","2",165,2019-06-14,"before bloom","HR",0,1,1,1,1,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,559,7,1.22482378702009,0.5
"Pine","2019","3",179,2019-06-28,"peak","HR",0.76,16,5,0.833333333333333,10,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,288,7,1.85734043169338,NA
"Pine","2019","3",179,2019-06-28,"peak","SF",0.76,20,2,0.842105263157895,16,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,288,7,1.85734043169338,NA
"Pine","2019","4",188,2019-07-07,"peak","HR",1,29,4,0.9,18,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,669,9,1.72061429953247,0.75
"Pine","2019","4",188,2019-07-07,"peak","SF",1,99,2,0.904761904761905,19,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,669,9,1.72061429953247,0.666666666666667
"Pine","2019","5",201,2019-07-20,"after bloom","HR",0,35,7,0.923076923076923,24,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,307,6,1.0600246151992,NA
"Pine","2019","6",208,2019-07-27,"after bloom","HR",0,45,9,0.571428571428571,20,"Yolo","CA","USA",38.6348936,-121.9974158,"HR + SF","WGS84","SF","HR","HR + SF2",415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,46423.7878994974,809290.159482721,4590601.52255417,21785.5457701831,1702840.7151861,19140694.0193977,1048.51212168824,4899.35390959956,10569.3790347597,415830.147925605,1383012.40407362,5322408.66092409,306467.395951277,1826879.45869774,7987894.00144425,1248,6,0.318696593917272,NA
"RomingerControl","2019","1",156,2019-06-05,"before bloom","WM",0,10,2,0.7,7,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,1099,2,0.0760291508932398,NA
"RomingerControl","2019","2",165,2019-06-14,"before bloom","WM",0,36,4,0.894736842105263,17,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,1562,3,0.233090213277736,0.833333333333333
"RomingerControl","2019","3",174,2019-06-23,"peak","SF",0.96,133,6,0.84375,27,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,1362,5,0.234817420502007,NA
"RomingerControl","2019","3",174,2019-06-23,"peak","WM",0.96,10,1,1,5,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,1362,5,0.234817420502007,NA
"RomingerControl","2019","4",185,2019-07-04,"peak","SF",0.96,87,2,0.923076923076923,24,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,44,2,0.438159320026818,NA
"RomingerControl","2019","4",185,2019-07-04,"peak","WM",0.96,19,2,0.857142857142857,6,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,44,2,0.438159320026818,0.857142857142857
"RomingerControl","2019","5",197,2019-07-16,"after bloom","WM",0,55,4,0.928571428571429,13,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,32,2,0.675464582450903,NA
"RomingerControl","2019","6",207,2019-07-26,"after bloom","WM",0,24,6,0.818181818181818,18,"Yolo","CA","USA",38.545401,-121.943613,"WM + SF","WGS84","SF","no HR","WM + SF6",335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,55212.1744993389,611246.573638482,4348205.751591,5763.80431806633,327024.232370568,8048354.69747733,3.16799210605577e-05,148.072375329803,1833.31830472146,335184.22728384,1452537.17785105,4944138.95199203,179459.575684672,999890.032651724,5735166.24637599,235,2,0.0490397522636138,NA
"RomingerForb","2019","1",156,2019-06-05,"before bloom","HR",0,1,1,1,1,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,344,3,0.292269659956229,NA
"RomingerForb","2019","2",165,2019-06-14,"starting to bloom","HR",0.04,3,2,1,2,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,380,1,0,0.833333333333333
"RomingerForb","2019","3",171,2019-06-20,"peak","SF",1,88,5,0.88,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,239,1,0,NA
"RomingerForb","2019","4",184,2019-07-03,"peak","HR",1,3,1,1,3,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","4",184,2019-07-03,"peak","SF",1,122,5,0.846153846153846,22,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,115,3,0.270921808016297,1
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","HR",0.3,40,4,0.9,9,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","5",196,2019-07-15,"ending bloom","SF",0.3,28,5,0.909090909090909,20,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,254,4,1.26165958354385,NA
"RomingerForb","2019","6",207,2019-07-26,"after bloom","HR",0,19,2,0.909090909090909,10,"Yolo","CA","USA",38.5923025,-121.985363,"HR + SF","WGS84","SF","HR","HR + SF1",389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,190695.091467796,1385879.83620989,5646053.72248204,12277.2934395268,2222783.76307857,23201131.9019744,1708.32341989831,2719.02256092382,6764.85671022927,389471.662170671,1160282.31358296,4574951.18889245,61297.0040208266,974323.383669211,6476867.78536069,65,4,0.352337078271547,NA
"Sagara","2019","1",163,2019-06-12,"before bloom","WM",0,1,1,1,1,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2416,6,0.315567211317043,NA
"Sagara","2019","2",168,2019-06-17,"before bloom","WM",0,1,1,1,1,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,97,4,1.12495310960366,1
"Sagara","2019","3",182,2019-07-01,"starting to bloom","SF",0.08,58,3,0.916666666666667,11,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","3",182,2019-07-01,"starting to bloom","WM",0.08,12,4,0.583333333333333,7,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,2337,4,0.0775287223414179,NA
"Sagara","2019","4",190,2019-07-09,"peak","SF",0.92,108,2,1,11,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,285,4,0.906920600190404,0.666666666666667
"Sagara","2019","4",190,2019-07-09,"peak","WM",0.92,2,1,1,2,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,285,4,0.906920600190404,0.6
"Sagara","2019","5",202,2019-07-21,"ending bloom","SF",0.18,31,2,1,16,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,649,6,0.617855955465953,NA
"Sagara","2019","5",202,2019-07-21,"ending bloom","WM",0.18,3,2,1,3,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,649,6,0.617855955465953,NA
"Sagara","2019","6",209,2019-07-28,"ending bloom","WM",0.02,24,4,0.529411764705882,9,"Yolo","CA","USA",38.6774747,-121.9535178,"WM + SF","WGS84","SF","no HR","WM + SF7",422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,71909.963149756,907346.769765381,5257806.63688834,20477.0154453609,188743.370559491,5200045.60632589,0.264692343531893,331.547925644286,4700.38167167952,422280.924472977,2067596.86489419,7958932.49249577,155929.636201264,2380370.84052168,10016567.9918503,54,2,0.214559155176405,NA
"Turk","2018","1",209,2018-07-28,"peak","SF",1,178,8,0.615384615384615,32,"Yolo","CA","USA",38.68539167,-121.9907972,"WM + SF","WGS84","SF","no HR","WM + SF1",161801.673352706,1482465.83042556,6997558.55234514,357644.898499826,1895991.97336989,9056179.11242032,154058.392370157,1177317.78413734,4357107.15661873,10880.8034631733,180386.687366636,7604089.5755042,1.45632809106261,1103.19240370828,6301.97331291469,357644.898499826,1895991.97336989,9056179.11242032,154058.392370157,1177317.78413734,4357107.15661873,NA,NA,NA,NA
"Turk28","2018","1",224,2018-08-12,"peak","SF",1,54,6,0.4375,14,"Yolo","CA","USA",38.60619166,-121.9686889,"WM + SF","WGS84","SF","no HR","WM + SF2",209319.527448506,1022087.51421782,5525713.15208384,481108.039301032,2220526.70890162,8823633.08871224,253953.701517629,1491337.45742471,6783630.29942688,30245.4774777312,433110.546407698,12409978.0780121,3.07075651770665,1480.44666881835,7154.67763198444,481108.039301032,2220526.70890162,8823633.08871224,253953.701517629,1491337.45742471,6783630.29942688,NA,NA,NA,NA
"WM3","2019","1",163,2019-06-12,"no adj SF","WM",0,47,5,0.846153846153846,22,"Yolo","CA","USA",38.685497,-121.984531,"WM","WGS84","no SF","no HR","WM3",88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,77087.6772827494,1043548.98845125,4548534.24149148,8577.20313083435,162752.15177952,6712965.00716445,0.270197524067032,774.476056866639,6069.47064487751,88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,552,3,0.304244828182272,NA
"WM3","2019","2",168,2019-06-17,"no adj SF","WM",0,30,3,0.95,19,"Yolo","CA","USA",38.685497,-121.984531,"WM","WGS84","no SF","no HR","WM3",88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,77087.6772827494,1043548.98845125,4548534.24149148,8577.20313083435,162752.15177952,6712965.00716445,0.270197524067032,774.476056866639,6069.47064487751,88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,582,4,0.631483953472493,0.8
"WM3","2019","3",178,2019-06-27,"no adj SF","WM",0,66,4,0.818181818181818,18,"Yolo","CA","USA",38.685497,-121.984531,"WM","WGS84","no SF","no HR","WM3",88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,77087.6772827494,1043548.98845125,4548534.24149148,8577.20313083435,162752.15177952,6712965.00716445,0.270197524067032,774.476056866639,6069.47064487751,88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,571,3,0.752484993023337,1
"WM3","2019","5",202,2019-07-21,"no adj SF","WM",0,4,2,1,4,"Yolo","CA","USA",38.685497,-121.984531,"WM","WGS84","no SF","no HR","WM3",88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,77087.6772827494,1043548.98845125,4548534.24149148,8577.20313083435,162752.15177952,6712965.00716445,0.270197524067032,774.476056866639,6069.47064487751,88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,5,1,0,NA
"WM3","2019","6",211,2019-07-30,"no adj SF","WM",0,12,2,0.833333333333333,10,"Yolo","CA","USA",38.685497,-121.984531,"WM","WGS84","no SF","no HR","WM3",88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,77087.6772827494,1043548.98845125,4548534.24149148,8577.20313083435,162752.15177952,6712965.00716445,0.270197524067032,774.476056866639,6069.47064487751,88675.6855887421,1370843.1309077,7171515.9953264,368677.840500774,1876750.07174138,9331337.59140299,8,2,0.661563238157982,NA
